pubchem_id,common_name,inchi,smile,sulfur,bitter,fruity,herbal,floral,green,woody,flavor_profile
7651,Benzyl isovalerate,"InChI=1S/C12H16O2/c1-10(2)8-12(13)14-9-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3",CC(C)CC(=O)OCC1=CC=CC=C1,0,0,1,1,0,0,0,"['apple', 'pineapple', 'herbal', 'sweet', 'fruity']"
7711,2-Phenylethyl formate,"InChI=1S/C9H10O2/c10-8-11-7-6-9-4-2-1-3-5-9/h1-5,8H,6-7H2",C1=CC=C(C=C1)CCOC=O,0,1,0,1,0,1,0,"['hyacinth', 'rose', 'green', 'herbal', 'watercress', 'bitter']"
7794,Citronellal,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3",CC(CCC=C(C)C)CC=O,0,0,0,1,1,0,0,"['lemon', 'citrus', 'rose', 'fat', 'herbal', 'waxy', 'floral', 'sweet', 'aldehydic', 'cherry', 'dry']"
7909,4-Methyl-2-pentanone,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",CC(C)CC(=O)C,0,0,1,1,0,1,0,"['solvent', 'spice', 'herbal', 'sharp', 'fruity', 'dairy', 'green']"
7921,gamma-Valerolactone,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",CC1CCC(=O)O1,0,0,0,1,0,0,1,"['tobacco', 'warm', 'herbal', 'cocoa', 'sweet', 'woody']"
8051,2-Heptanone,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",CCCCCC(=O)C,0,0,1,1,0,0,1,"['coconut', 'soap', 'herbal', 'sweet', 'woody', 'fruity', 'spicy', 'cinnamon']"
8091,Methyl octanoate,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",CCCCCCCC(=O)OC,0,0,0,1,0,1,0,"['orange', 'vegetable', 'herbal', 'waxy', 'sweet', 'aldehydic', 'green']"
8093,Octan-2-one,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",CCCCCCC(=O)C,0,1,0,1,0,0,1,"['natural', 'earthy', 'gasoline', 'weedy', 'herbal', 'woody', 'bitter', 'soap']"
8129,1-Heptanol,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",CCCCCCCO,0,0,0,1,0,1,1,"['leafy', 'coconut', 'herbal', 'peony', 'strawberry', 'chemical', 'musty', 'sweet', 'woody', 'violet', 'green']"
8130,Heptanal,"InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3",CCCCCCC=O,0,0,0,1,0,1,0,"['citrus', 'ozone', 'fat', 'herbal', 'fresh', 'wine-lee', 'rancid', 'fatty', 'aldehydic', 'green']"
8164,Octyl acetate,"InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-12-10(2)11/h3-9H2,1-2H3",CCCCCCCCOC(=O)C,0,0,0,1,0,1,0,"['herbal', 'waxy', 'earthy', 'mushroom', 'green']"
8169,Heptyl formate,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-10-8-9/h8H,2-7H2,1H3",CCCCCCCOC=O,0,0,0,1,1,1,0,"['apple', 'herbal', 'waxy', 'floral', 'cucumber', 'plum', 'green']"
8257,2-Methyl-3-Buten-2-Ol,"InChI=1S/C5H10O/c1-4-5(2,3)6/h4,6H,1H2,2-3H3",CC(C)(C=C)O,0,0,0,1,0,0,0,"['oily', 'earthy', 'herbal', 'herb']"
8363,Benzyl Salicylate,"InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2",C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,0,0,0,1,0,0,0,"['herbal', 'oily', 'sweet', 'clean', 'balsam']"
8375,2'-Hydroxyacetophenone,"InChI=1S/C8H8O2/c1-6(9)7-4-2-3-5-8(7)10/h2-5,10H,1H3",CC(=O)C1=CC=CC=C1O,0,0,0,1,0,0,0,"['tobacco', 'hawthorne', 'herbal', 'sweet', 'honey', 'hawthorn', 'phenolic']"
8405,Isoquinoline,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,C1=CC=C2C=NC=CC2=C1,0,0,0,1,0,0,0,"['herbal', 'benzaldehyde', 'sweet', 'anise', 'balsam']"
8499,Methyl 4-Methoxybenzoate,"InChI=1S/C9H10O3/c1-11-8-5-3-7(4-6-8)9(10)12-2/h3-6H,1-2H3",COC1=CC=C(C=C1)C(=O)OC,0,0,0,1,0,0,0,"['herbal', 'sweet', 'anise', 'melon', 'balsam']"
8815,Estragole,"InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3,5-8H,1,4H2,2H3",COC1=CC=C(C=C1)CC=C,0,0,0,1,0,1,0,"['licorice', 'spice', 'vanilla', 'alcohol', 'herbal', 'fennel', 'sassafrass', 'sweet', 'anise', 'minty', 'green']"
9895,beta-Cyclocitral,"InChI=1S/C10H16O/c1-8-5-4-6-10(2,3)9(8)7-11/h7H,4-6H2,1-3H3",CC1=C(C(CCC1)(C)C)C=O,0,0,1,1,0,0,0,"['mint', 'saffron', 'tobacco', 'herbal', 'damascone', 'sweet', 'tropical', 'clean', 'fruity', 'rose oxide', 'minty']"
10282,Piperitol,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h6-7,9-11H,4-5H2,1-3H3",CC1=CC(C(CC1)C(C)C)O,0,0,0,1,0,0,0,"['herbal', 'herb']"
10362,Carvomenthone,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)10(11)6-9/h7-9H,4-6H2,1-3H3",CC1CCC(CC1=O)C(C)C,0,0,0,1,0,0,0,"['minty', 'spearmint', 'herbal']"
10408,"6,10,14-Trimethylpentadecan-2-one","InChI=1S/C18H36O/c1-15(2)9-6-10-16(3)11-7-12-17(4)13-8-14-18(5)19/h15-17H,6-14H2,1-5H3",CC(C)CCCC(C)CCCC(C)CCCC(=O)C,0,0,0,1,0,0,1,"['jasmin', 'herbal', 'fat', 'oily', 'woody', 'celery']"
10976,2-Heptanol,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",CCCCCC(C)O,0,0,1,1,0,1,0,"['lemon', 'mushroom', 'sweet', 'floral', 'green', 'herbal', 'fresh', 'grass', 'bitter', 'fruity']"
11002,Dibutyl sulfide,"InChI=1S/C8H18S/c1-3-5-7-9-8-6-4-2/h3-8H2,1-2H3",CCCCSCCCC,0,0,0,1,0,1,0,"['rose', 'herbal', 'violet-leaf', 'geranium', 'grassy', 'green']"
11428,3-Pentanol,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",CCC(CC)O,0,0,1,1,0,0,0,"['herbal', 'oily', 'fruit', 'sweet', 'nutty']"
11517,Butyl Octanoate,"InChI=1S/C12H24O2/c1-3-5-7-8-9-10-12(13)14-11-6-4-2/h3-11H2,1-2H3",CCCCCCCC(=O)OCCCC,0,0,1,1,0,0,0,"['butter', 'ether', 'herbal', 'fruit', 'dank']"
11520,3-Heptanol,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3",CCCCC(CC)O,0,1,0,1,0,0,0,"['herbal', 'powerful', 'bitter', 'herb']"
11527,3-Octanol,"InChI=1S/C8H18O/c1-3-5-6-7-8(9)4-2/h8-9H,3-7H2,1-2H3",CCCCCC(CC)O,0,0,0,1,0,0,1,"['citrus', 'nut', 'moss', 'herbal', 'earthy', 'woody', 'melon', 'minty', 'mushroom', 'spicy']"
11622,2-Tridecanone,"InChI=1S/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3",CCCCCCCCCCCC(=O)C,0,0,0,1,0,0,0,"['coconut', 'herbal', 'milky', 'waxy', 'fatty', 'earthy', 'dairy', 'nutty']"
11982,Propyl 2-furoate,"InChI=1S/C8H10O3/c1-2-5-11-8(9)7-4-3-6-10-7/h3-4,6H,2,5H2,1H3",CCCOC(=O)C1=CC=CO1,0,0,0,1,0,0,0,"['earthy', 'sweet', 'herbal']"
12072,Dihydrocarveol,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-11H,1,4-6H2,2-3H3",CC1CCC(CC1O)C(=C)C,0,0,0,1,0,0,0,"['mint', 'spice', 'herbal', 'menthol', 'minty', 'spearmint']"
12278,2-Pentyl Acetate,"InChI=1S/C7H14O2/c1-4-5-6(2)9-7(3)8/h6H,4-5H2,1-3H3",CCCC(C)OC(=O)C,0,0,0,1,0,0,0,"['herbal', 'tropical']"
12578,4'-Isopropylacetophenone,"InChI=1S/C11H14O/c1-8(2)10-4-6-11(7-5-10)9(3)12/h4-8H,1-3H3",CC(C)C1=CC=C(C=C1)C(=O)C,0,0,0,1,0,0,1,"['woody', 'herbal', 'spicy']"
12756,gamma-Caprolactone,"InChI=1S/C6H10O2/c1-2-5-3-4-6(7)8-5/h5H,2-4H2,1H3",CCC1CCC(=O)O1,0,0,0,1,0,0,0,"['coconut', 'tobacco', 'coumarin', 'herbal', 'sweet']"
13187,2-Nonanone,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",CCCCCCCC(=O)C,0,0,0,1,0,1,0,"['soap', 'herbal', 'fresh', 'fishy', 'hot milk', 'earthy', 'sweet', 'soapy', 'weedy', 'green']"
13204,delta-Hexalactone,"InChI=1S/C6H10O2/c1-5-3-2-4-6(7)8-5/h5H,2-4H2,1H3",CC1CCCC(=O)O1,0,0,0,1,0,0,0,"['sweet', 'herbal']"
14525,Fenchone,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3",CC1(C2CCC(C2)(C1=O)C)C,0,1,0,1,0,0,1,"['earthy', 'cedarleaf', 'camphor', 'thuja', 'herbal', 'woody', 'bitter']"
15068,1450-72-2,"InChI=1S/C9H10O2/c1-6-3-4-9(11)8(5-6)7(2)10/h3-5,11H,1-2H3",CC1=CC(=C(C=C1)O)C(=O)C,0,0,0,1,1,0,0,"['floral', 'heavy', 'sweet', 'herbal']"
15094,"7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene","InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13-15H,4-8H2,1-3H3",CC1=CC2C(CC1)C(=C)CCC2C(C)C,0,0,0,1,0,0,1,"['spice', 'herbal', 'woody', 'wood', 'herb']"
16299,Amyl salicylate,"InChI=1S/C12H16O3/c1-2-3-6-9-15-12(14)10-7-4-5-8-11(10)13/h4-5,7-8,13H,2-3,6,9H2,1H3",CCCCCOC(=O)C1=CC=CC=C1O,0,0,0,1,1,1,0,"['chocolate', 'herbal', 'floral', 'sweet', 'azalea', 'clover', 'green']"
16331,Butyl levulinate,"InChI=1S/C9H16O3/c1-3-4-7-12-9(11)6-5-8(2)10/h3-7H2,1-2H3",CCCCOC(=O)CCC(=O)C,0,1,1,1,0,0,0,"['herbal', 'bitter', 'caramel', 'fruity', 'waxy']"
16441,Perillaldehyde,"InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3",CC(=C)C1CCC(=CC1)C=O,0,0,0,1,0,1,0,"['mint', 'spice', 'fat', 'herbal', 'fresh', 'oily', 'fatty', 'sweet', 'cherry', 'grassy', 'cumin', 'green']"
16800,2-Pentylpyridine,"InChI=1S/C10H15N/c1-2-3-4-7-10-8-5-6-9-11-10/h5-6,8-9H,2-4,7H2,1H3",CCCCCC1=CC=CC=N1,0,0,0,1,0,1,0,"['tallow', 'pepper', 'fat', 'herbal', 'fatty', 'mushroom', 'green']"
17121,1-Octen-3-yl acetate,"InChI=1S/C10H18O2/c1-4-6-7-8-10(5-2)12-9(3)11/h5,10H,2,4,6-8H2,1,3H3",CCCCCC(C=C)OC(=O)C,0,0,1,1,0,1,0,"['herbal', 'fresh', 'oily', 'fruity', 'lavender', 'green']"
20083,Octan-2-ol,"InChI=1S/C8H18O/c1-3-4-5-6-7-8(2)9/h8-9H,3-7H2,1-2H3",CCCCCCC(C)O,0,0,0,1,0,1,1,"['fat', 'herbal', 'fresh', 'earthy', 'woody', 'mushroom', 'spicy', 'green']"
20487,Octahydrocoumarin,"InChI=1S/C9H14O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h7-8H,1-6H2",C1CCC2C(C1)CCC(=O)O2,0,0,0,1,0,0,1,"['coumarin', 'herbal', 'sweet', 'woody', 'tonka']"
21503,5405-58-3,"InChI=1S/C14H30O2/c1-4-6-8-10-12-15-14(3)16-13-11-9-7-5-2/h14H,4-13H2,1-3H3",CCCCCCOC(C)OCCCCCC,0,0,0,1,0,1,0,"['ethereal', 'herbal', 'waxy', 'sweet', 'green']"
21596,Butyl Heptanoate,"InChI=1S/C11H22O2/c1-3-5-7-8-9-11(12)13-10-6-4-2/h3-10H2,1-2H3",CCCCCCC(=O)OCCCC,0,0,1,1,0,0,0,"['apple', 'herbal', 'cut grass', 'fruity', 'marigold']"
22227,d-Dihydrocarvone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1",CC1CCC(CC1=O)C(=C)C,0,0,0,1,0,0,0,"['minty', 'herbal']"
22311,Dipentene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",CC1=CCC(CC1)C(=C)C,0,0,0,1,0,0,1,"['lemon', 'citrus', 'orange', 'herbal', 'woody', 'terpene', 'citric', 'camphor']"
22873,Hexyl Hexanoate,"InChI=1S/C12H24O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h3-11H2,1-2H3",CCCCCCOC(=O)CCCCC,0,0,1,1,0,0,0,"['peach', 'vegetable', 'herbal', 'apple peel', 'fresh', 'cut grass', 'fruity']"
23535,Linalyl Anthranilate,"InChI=1S/C17H23NO2/c1-5-17(4,12-8-9-13(2)3)20-16(19)14-10-6-7-11-15(14)18/h5-7,9-11H,1,8,12,18H2,2-4H3",CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C,0,0,0,1,0,0,1,"['orange', 'gardenia', 'herbal', 'linalool', 'fresh', 'woody', 'blossom']"
24473,Dihydrocarvone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3",CC1CCC(CC1=O)C(=C)C,0,0,0,1,0,0,0,"['warm', 'powerful', 'herbal', 'minty', 'spearmint']"
24513,"1,1-Dimethoxydecane","InChI=1S/C12H26O2/c1-4-5-6-7-8-9-10-11-12(13-2)14-3/h12H,4-11H2,1-3H3",CCCCCCCCCC(OC)OC,0,0,0,1,0,1,0,"['neroli', 'citrus', 'herbal', 'green']"
24516,Isobutyl heptanoate,"InChI=1S/C11H22O2/c1-4-5-6-7-8-11(12)13-9-10(2)3/h10H,4-9H2,1-3H3",CCCCCCC(=O)OCC(C)C,0,0,1,1,0,1,0,"['herbal', 'fruity', 'green']"
24585,p-Menth-8-en-3-ol,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h8-11H,1,4-6H2,2-3H3",CC1CCC(C(C1)O)C(=C)C,0,0,0,1,0,1,1,"['cooling', 'herbal', 'woody', 'minty', 'grassy', 'medicinal', 'green']"
24915,10094-34-5,"InChI=1S/C14H20O2/c1-4-8-13(15)16-14(2,3)11-12-9-6-5-7-10-12/h5-7,9-10H,4,8,11H2,1-3H3",CCCC(=O)OC(C)(C)CC1=CC=CC=C1,0,0,1,1,1,1,0,"['prune', 'herbal', 'floral', 'plum', 'fruity', 'green']"
26333,2-Isobutyl-3-Methylpyrazine,"InChI=1S/C9H14N2/c1-7(2)6-9-8(3)10-4-5-11-9/h4-5,7H,6H2,1-3H3",CC1=NC=CN=C1CC(C)C,0,0,0,1,0,1,0,"['syrup', 'sugar', 'herbal', 'green']"
26447,Menthone,"InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-9H,4-6H2,1-3H3/t8-,9+/m1/s1",CC1CCC(C(=O)C1)C(C)C,0,1,0,1,0,0,0,"['menthol', 'camphor', 'peppermint', 'deep', 'herbal', 'raspberry', 'bitter', 'camphoraceous']"
27208,beta-Bisabolol,"InChI=1S/C15H26O/c1-12(2)6-5-7-14(4)15(16)10-8-13(3)9-11-15/h6,8,14,16H,5,7,9-11H2,1-4H3",CC1=CCC(CC1)(C(C)CCC=C(C)C)O,0,0,0,1,1,0,0,"['lemon', 'citrus', 'herbal', 'fresh', 'floral', 'sweet', 'tangy', 'herb']"
31408,Nopol,"InChI=1S/C11H18O/c1-11(2)9-4-3-8(5-6-12)10(11)7-9/h3,9-10,12H,4-7H2,1-2H3",CC1(C2CC=C(C1C2)CCO)C,0,0,0,1,0,0,0,"['citrus', 'balsamic', 'herbal', 'sweet', 'pine']"
34645,Isopulegone,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h8-9H,1,4-6H2,2-3H3",CC1CCC(C(=O)C1)C(=C)C,0,0,0,1,0,0,0,"['herbal', 'fresh', 'peppermint']"
39914,Massoia lactone,"InChI=1S/C10H16O2/c1-2-3-4-6-9-7-5-8-10(11)12-9/h5,8-9H,2-4,6-7H2,1H3",CCCCCC1CC=CC(=O)O1,0,0,0,1,0,0,0,"['peach', 'coconut', 'herbal', 'sweet', 'creamy']"
43263,2-Pentyl butyrate,"InChI=1S/C9H18O2/c1-4-6-8(3)11-9(10)7-5-2/h8H,4-7H2,1-3H3",CCCC(C)OC(=O)CCC,0,0,1,1,0,0,0,"['apricot', 'herbal', 'banana', 'cashew', 'sweet', 'fruity']"
50006,"1,5-Dimethylhexyl acetate","InChI=1S/C10H20O2/c1-8(2)6-5-7-9(3)12-10(4)11/h8-9H,5-7H2,1-4H3",CC(C)CCCC(C)OC(=O)C,0,0,0,1,0,0,0,"['earthy', 'herbal', 'undergrowth', 'humus']"
60990,4-Methylhydratropaldehyde,"InChI=1S/C10H12O/c1-8-3-5-10(6-4-8)9(2)7-11/h3-7,9H,1-2H3",CC1=CC=C(C=C1)C(C)C=O,0,0,0,1,1,1,1,"['powdery', 'herbal', 'floral', 'sweet', 'woody', 'green']"
61040,Linalyl formate,"InChI=1S/C11H18O2/c1-5-11(4,13-9-12)8-6-7-10(2)3/h5,7,9H,1,6,8H2,2-4H3",CC(=CCCC(C)(C=C)OC=O)C,0,1,1,1,0,1,0,"['coriander', 'citrus', 'rose', 'green', 'bergamot', 'herbal', 'bitter', 'fruity']"
61041,Safranal,"InChI=1S/C10H14O/c1-8-5-4-6-10(2,3)9(8)7-11/h4-5,7H,6H2,1-3H3",CC1=C(C(CC=C1)(C)C)C=O,0,0,0,1,0,0,0,"['spicy', 'tobacco', 'herbal', 'fresh', 'sweet', 'rosemary', 'metallic', 'herb', 'phenolic']"
61151,Methyl 2-methoxybenzoate,"InChI=1S/C9H10O3/c1-11-8-6-4-3-5-7(8)9(10)12-2/h3-6H,1-2H3",COC1=CC=CC=C1C(=O)OC,0,0,1,1,1,0,0,"['blackcurrant', 'cananga', 'herbal', 'floral', 'fruity', 'hyacinth']"
61153,2-Methoxystyrene,"InChI=1S/C9H10O/c1-3-8-6-4-5-7-9(8)10-2/h3-7H,1H2,2H3",COC1=CC=CC=C1C=C,0,0,0,1,0,1,0,"['nutty', 'ether', 'herbal', 'green']"
61159,o-Tolyl salicylate,"InChI=1S/C14H12O3/c1-10-6-2-5-9-13(10)17-14(16)11-7-3-4-8-12(11)15/h2-9,15H,1H3",CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O,0,0,0,1,0,0,0,"['eucalyptus', 'herbal']"
61235,3-Nonanone,"InChI=1S/C9H18O/c1-3-5-6-7-8-9(10)4-2/h3-8H2,1-2H3",CCCCCCC(=O)CC,0,0,1,1,0,0,0,"['jasmin', 'herbal', 'fresh', 'sweet', 'fruity', 'leaf', 'spicy']"
61275,Nerol oxide,"InChI=1S/C10H16O/c1-8(2)6-10-7-9(3)4-5-11-10/h4,6,10H,5,7H2,1-3H3",CC1=CCOC(C1)C=C(C)C,0,0,0,1,0,1,0,"['oil', 'diphenyl oxide', 'cortex', 'herbal', 'narcissus', 'celery', 'weedy', 'flower', 'green']"
61346,1-Octen-3-One,"InChI=1S/C8H14O/c1-3-5-6-7-8(9)4-2/h4H,2-3,5-7H2,1H3",CCCCCC(=O)C=C,0,0,0,1,0,0,0,"['herbal', 'earthy', 'metal', 'musty', 'mushroom', 'dirty']"
61361,Butylphthalide,"InChI=1S/C12H14O2/c1-2-3-8-11-9-6-4-5-7-10(9)12(13)14-11/h4-7,11H,2-3,8H2,1H3",CCCCC1C2=CC=CC=C2C(=O)O1,0,0,0,1,0,0,0,"['herbal', 'celery']"
61402,"benzyl 2,3-dimethylbut-2-enoate","InChI=1S/C13H16O2/c1-10(2)11(3)13(14)15-9-12-7-5-4-6-8-12/h4-8H,9H2,1-3H3",CC(=C(C)C(=O)OCC1=CC=CC=C1)C,0,0,1,1,0,0,0,"['herbal', 'fruity', 'spicy', 'warm']"
61403,(2-(1-Propoxyethoxy)ethyl)benzene,"InChI=1S/C13H20O2/c1-3-10-14-12(2)15-11-9-13-7-5-4-6-8-13/h4-8,12H,3,9-11H2,1-2H3",CCCOC(C)OCCC1=CC=CC=C1,0,0,0,1,0,1,0,"['leafy', 'reseda', 'herbal', 'hyacinth', 'green']"
61416,Citronellyl Valerate,"InChI=1S/C15H28O2/c1-5-6-10-15(16)17-12-11-14(4)9-7-8-13(2)3/h8,14H,5-7,9-12H2,1-4H3",CCCCC(=O)OCCC(C)CCC=C(C)C,0,0,0,1,0,0,0,"['warm', 'rose', 'herbal', 'honey', 'herb']"
