pubchem_id,common_name,iupac_name,smile,inchi,taste,odor,flavor_profile,fema_flavor_profile,fooddb_flavor_profile,bitter,super_sweet,bitterdb_id,flavornet_id,fooddb_id,supersweetdb_id,fema_number,cas_id,functional_groups,bond_stereo_count,undefined_atom_stereocenter_count,heavy_atom_count,hba_count,hbd_count,synthetic,natural,charge,isotope_atom_count,molecular_weight,fenoroli_and_os,exact_mass,volume3d,unknown_natural,covalently_bonded_unit_count,undefined_bond_stereocenter_count,num_rotatablebonds,defined_bond_stereocenter_count,xlogp,topological_polor_surfacearea,defined_atom_stereocenter_count,atom_stereo_count,complexity,monoisotopic_mass,has_odor,one_tag,has_bitter,no_sweet,has_sweet,fruity,green,floral,woody,herbal,only_sweet,sweet_and_something_else
2331,Benzamide,benzamide,C1=CC=C(C=C1)C(=O)N,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",,,['bitter'],,bitter,1,,57.0,0,FDB023373,,,55-21-0,carboxylic acid derivative@carboxylic acid amide@primary carboxylic acid amide@aromatic compound,0,0,9,1,1,1,0,0,0,121.139,0,121.053,98.8,0,1,0,1,0,0.6,43.1,0,0,106.0,121.053,-1,1,1,1,0,0,0,0,0,0,0,0
2353,berberine,,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,"InChI=1S/C20H18NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1",,,['bitter'],,bitter,1,,806.0,0,FDB023165,,,2086-83-1,cation@acetal@ether@alkyl aryl ether@aromatic compound@heterocyclic compound,0,0,25,4,0,0,0,1,0,336.367,0,336.124,254.8,0,1,0,2,0,3.6,40.8,0,0,488.0,336.124,-1,1,1,1,0,0,0,0,0,0,0,0
2481,butalbital,"5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,"InChI=1S/C11H16N2O3/c1-4-5-11(6-7(2)3)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",slightly bitter,,['bitter'],,,1,,615.0,0,,,,77-26-9,"carboxylic acid derivative@carboxylic acid imide@carboxylic acid imide, N-unsubstituted@urea@alkene@heterocyclic compound",0,0,16,3,2,0,0,0,0,224.26,0,224.116,169.0,0,1,0,4,0,1.7,75.3,0,0,327.0,224.116,-1,1,1,1,0,0,0,0,0,0,0,0
2483,MolMap_000005,"1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one",C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,"InChI=1S/C15H12O5/c16-10-3-4-11(14(19)8-10)12(17)5-1-9-2-6-13(18)15(20)7-9/h1-8,16,18-20H",,,['bitter'],,,1,,901.0,0,,,,,"carbonyl compound@ketone@hydroxy compound@phenol or hydroxyhetarene@1,2-diphenol@alkene@aromatic compound",1,0,20,5,4,0,0,0,0,272.256,0,272.068,208.6,0,1,1,3,0,2.8,98.0,0,0,367.0,272.068,-1,1,1,1,0,0,0,0,0,0,0,0
2519,caffeine,"1,3,7-trimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)N(C(=O)N2C)C,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3",bitter taste,odorless,"['odorless', 'bitter']",,odorless@bitter,1,,46.0,0,FDB002100,,2224,58-08-2@95789-13-2,oxo(het)arene@aromatic compound@heterocyclic compound,0,0,14,3,0,0,1,0,0,194.194,1,194.08,143.9,0,1,0,0,0,-0.1,58.4,0,0,293.0,194.08,0,0,1,1,0,0,0,0,0,0,0,0
2576,carisoprodol,[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,"InChI=1S/C12H24N2O4/c1-5-6-12(4,7-17-10(13)15)8-18-11(16)14-9(2)3/h9H,5-8H2,1-4H3,(H2,13,15)(H,14,16)",slightly bitter taste,,['bitter'],,,1,,58.0,0,,,,78-44-4,carbamic acid derivative@carbamic acid ester (urethane),0,1,18,4,2,1,0,0,0,260.334,0,260.174,206.6,0,1,0,9,0,1.9,90.6,0,1,281.0,260.174,-1,1,1,1,0,0,0,0,0,0,0,0
2707,chloral hydrate,"2,2,2-trichloroethane-1,1-diol",C(C(Cl)(Cl)Cl)(O)O,"InChI=1S/C2H3Cl3O2/c3-2(4,5)1(6)7/h1,6-7H","slightly bitter, caustic taste","aromatic, penetrating and slightly acrid odor@characteristic: sweet",['bitter'],,,1,,635.0,0,,,,302-17-0,carbonyl hydrate@halogen derivative,0,0,7,2,2,0,0,0,0,165.394,0,163.92,95.7,0,1,0,0,0,1.0,40.5,0,0,56.4,163.92,1,1,1,1,0,0,0,0,0,0,0,0
2719,chloroquine,"4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine",CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,"InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)",bitter taste,odorless,['bitter'],,,1,,87.0,0,,,,58175-86-3@54-05-7,amine@secondary amine@secondary aliphatic/aromatic amine (alkylarylamine)@tertiary amine@tertiary aliphatic amine (trialkylamine)@halogen derivative@aryl chloride@aromatic compound@heterocyclic compound,0,1,22,3,1,1,0,0,0,319.877,0,319.182,255.7,0,1,0,8,0,4.6,28.2,0,1,309.0,319.182,0,1,1,1,0,0,0,0,0,0,0,0
2725,chlorpheniramine,"3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine",CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,"InChI=1S/C16H19ClN2/c1-19(2)12-10-15(16-5-3-4-11-18-16)13-6-8-14(17)9-7-13/h3-9,11,15H,10,12H2,1-2H3",,,['bitter'],,bitter,1,,60.0,0,FDB022759,,,113-92-8@32188-09-3@132-22-9,amine@tertiary amine@tertiary aliphatic amine (trialkylamine)@halogen derivative@aryl chloride@aromatic compound@heterocyclic compound,0,1,19,2,0,1,0,0,0,274.792,0,274.124,220.1,0,1,0,5,0,3.4,16.1,0,1,249.0,274.124,-1,1,1,1,0,0,0,0,0,0,0,0
2757,Cinchonidine,(5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl)-quinolin-4-ylmethanol,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,"InChI=1S/C19H22N2O/c1-2-13-12-21-10-8-14(13)11-18(21)19(22)16-7-9-20-17-6-4-3-5-15(16)17/h2-7,9,13-14,18-19,22H,1,8,10-12H2",,,['bitter'],,bitter,1,,,0,FDB002117,,,118-10-5@485-71-2,hydroxy compound@alcohol@secondary alcohol@amine@tertiary amine@tertiary aliphatic amine (trialkylamine)@alkene@aromatic compound@heterocyclic compound,0,4,22,3,1,0,1,0,0,294.398,0,294.173,231.4,0,1,0,3,0,2.7,36.4,0,4,412.0,294.173,-1,1,1,1,0,0,0,0,0,0,0,0
2764,ciprofloxacin,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",,,['bitter'],,,1,,677.0,0,,,,85721-33-1,carbonyl compound@amine@secondary amine@secondary aliphatic amine (dialkylamine)@tertiary amine@tertiary aliphatic/aromatic amine (alkylarylamine)@halogen derivative@aryl fluoride@carboxylic acid derivative@carboxylic acid@oxo(het)arene@aromatic compound@heterocyclic compound,0,0,24,7,2,0,0,0,0,331.347,0,331.133,248.0,0,1,0,3,0,-1.1,72.9,0,0,571.0,331.133,-1,1,1,1,0,0,0,0,0,0,0,0
2955,dapsone,4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",slightly bitter taste,odorless,['bitter'],,,1,,93.0,0,,,,80-08-0,amine@primary amine@primary aromatic amine@sulfone@aromatic compound,0,0,17,4,2,1,0,0,0,248.3,0,248.062,186.3,0,1,0,2,0,1.0,94.6,0,0,306.0,248.062,0,1,1,1,0,0,0,0,0,0,0,0
2972,deferiprone,"3-hydroxy-1,2-dimethylpyridin-4-one",CC1=C(C(=O)C=CN1C)O,"InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3",very bitter taste,,['bitter'],,,1,,166.0,0,,,,30652-11-0,carbonyl compound@hydroxy compound@phenol or hydroxyhetarene@oxo(het)arene@aromatic compound@heterocyclic compound,0,0,10,3,1,0,0,0,0,139.154,0,139.063,110.2,0,1,0,0,0,0.5,40.5,0,0,228.0,139.063,-1,1,1,1,0,0,0,0,0,0,0,0
3033,diclofenac,"2-[2-(2,6-dichloroanilino)phenyl]acetic acid",C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",,,['bitter'],,,1,,942.0,0,,,,15307-86-5,amine@secondary amine@secondary aromatic amine (diarylamine)@halogen derivative@aryl chloride@carboxylic acid derivative@carboxylic acid@aromatic compound,0,0,19,3,2,0,0,0,0,296.147,0,295.017,214.7,0,1,0,4,0,4.4,49.3,0,0,304.0,295.017,-1,1,1,1,0,0,0,0,0,0,0,0
3055,Difenidol,"1,1-diphenyl-4-piperidin-1-ylbutan-1-ol",C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,"InChI=1S/C21H27NO/c23-21(19-11-4-1-5-12-19,20-13-6-2-7-14-20)15-10-18-22-16-8-3-9-17-22/h1-2,4-7,11-14,23H,3,8-10,15-18H2",slightly bitter taste,odorless,['bitter'],,,1,,62.0,0,,,,972-02-1,hydroxy compound@alcohol@tertiary alcohol@amine@tertiary amine@tertiary aliphatic amine (trialkylamine)@aromatic compound@heterocyclic compound,0,0,23,2,1,1,0,0,0,309.453,0,309.209,258.2,0,1,0,6,0,4.2,23.5,0,0,307.0,309.209,0,1,1,1,0,0,0,0,0,0,0,0
3100,diphenhydramine,"2-benzhydryloxy-N,N-dimethylethanamine",CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,"InChI=1S/C17H21NO/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3",,,['bitter'],,bitter,1,,61.0,0,FDB022744,,,58-73-1@147-24-0,ether@dialkyl ether@amine@tertiary amine@tertiary aliphatic amine (trialkylamine)@aromatic compound,0,0,19,2,0,1,0,0,0,255.361,0,255.162,215.8,0,1,0,6,0,3.3,12.5,0,0,211.0,255.162,-1,1,1,1,0,0,0,0,0,0,0,0
3108,dipyridamole,"2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol",C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,"InChI=1S/C24H40N8O4/c33-15-11-31(12-16-34)23-26-20-19(21(27-23)29-7-3-1-4-8-29)25-24(32(13-17-35)14-18-36)28-22(20)30-9-5-2-6-10-30/h33-36H,1-18H2",,,['bitter'],,,1,,190.0,0,,,,58-32-2,hydroxy compound@alcohol@primary alcohol@amine@tertiary amine@tertiary aliphatic/aromatic amine (alkylarylamine)@aromatic compound@heterocyclic compound,0,0,36,12,4,0,0,0,0,504.636,0,504.317,376.4,0,1,0,12,0,0.7,145.0,0,0,561.0,504.317,-1,1,1,1,0,0,0,0,0,0,0,0
3182,dyphylline,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione",CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,"InChI=1S/C10H14N4O4/c1-12-8-7(9(17)13(2)10(12)18)14(5-11-8)3-6(16)4-15/h5-6,15-16H,3-4H2,1-2H3",extreme bitter taste,,['bitter'],,,1,,197.0,0,,,,479-18-5,"hydroxy compound@alcohol@primary alcohol@secondary alcohol@1,2-diol@oxo(het)arene@aromatic compound@heterocyclic compound",0,1,18,5,2,0,0,0,0,254.246,0,254.102,184.7,0,1,0,3,0,-1.8,98.9,0,1,364.0,254.102,-1,1,1,1,0,0,0,0,0,0,0,0
3229,enoxacin,"1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid",CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,"InChI=1S/C15H17FN4O3/c1-2-19-8-10(15(22)23)12(21)9-7-11(16)14(18-13(9)19)20-5-3-17-4-6-20/h7-8,17H,2-6H2,1H3,(H,22,23)",,,['bitter'],,,1,,678.0,0,,,,84294-96-2@74011-58-8,carbonyl compound@amine@secondary amine@secondary aliphatic amine (dialkylamine)@tertiary amine@tertiary aliphatic/aromatic amine (alkylarylamine)@halogen derivative@aryl fluoride@carboxylic acid derivative@carboxylic acid@oxo(het)arene@aromatic compound@heterocyclic compound,0,0,23,8,2,0,0,0,0,320.324,0,320.128,235.1,0,1,0,3,0,-0.2,85.8,0,0,521.0,320.128,-1,1,1,1,0,0,0,0,0,0,0,0
